Image and Tag Name,Number of unique CVEs,Low CVEs,Medium CVEs,High CVEs,Critical CVEs,Unassigned CVEs,Differing CVEs,Number of Pulls,Number of Repo Stars,Category,SubCategories,Size
redash/redash:preview,907,131,666,64,2,9,35,61364081,252,sponsored,data-science/web-analytics,899050864
linuxserver/sickrage:amd64-latest,487,25,203,194,46,9,10,41272524,144,sponsored,,116800147
istio/proxy_debug:1.3.8,1874,465,1200,135,0,74,0,41655013,5,sponsored,integration-and-delivery/monitoring-and-observability/networking,263955583
tensorflow/serving:nightly,18,15,3,0,0,0,0,76028363,138,sponsored,api-management/integration-and-delivery/machine-learning-and-ai,174218114
envoyproxy/envoy-alpine:v1.21.6,67,7,15,6,9,28,2,204934493,61,sponsored,,30165236
linuxserver/letsencrypt:arm32v7-version-1.11.0,350,25,114,146,54,9,2,400686080,596,sponsored,,84959640
linuxserver/headphones:arm64v8-latest,84,7,23,13,2,35,4,88886603,221,sponsored,,66883126
linuxserver/muximux:arm32v7-version-418923c8,95,6,32,42,15,0,0,104242833,168,sponsored,,22722290
linuxserver/duplicati:development,32,19,8,5,0,0,0,176622762,395,sponsored,databases-and-storage/security,137987701
kindest/kindnetd:v20230809-80a64d96,67,19,17,9,4,0,18,35765593,3,sponsored,integration-and-delivery/networking/security,27734263
selenium/node-chrome-debug:3,567,161,378,19,0,2,7,50148895,73,sponsored,,435748644
linuxserver/nzbhydra2:version-v7.1.0,39,21,18,0,0,0,0,165170816,104,sponsored,integration-and-delivery/monitoring-and-observability,256695260
linuxserver/grocy:arm64v8-4.2.0,26,3,18,1,0,4,0,54696470,150,sponsored,content-management-system,67194041
homeassistant/amd64-hassio-supervisor:2023.06.1,314,28,108,100,13,51,14,46215560,153,sponsored,,116763787
selenium/node-firefox:beta,185,85,93,7,0,0,0,69912463,151,sponsored,integration-and-delivery/operating-systems/web-servers,534423662
linuxserver/sabnzbd:arm64v8-nightly,5,3,1,1,0,0,0,700484624,616,sponsored,content-management-system/integration-and-delivery,68240538
linuxserver/syncthing:amd64-1.27.8,1,0,1,0,0,0,0,203395954,556,sponsored,networking/security,22707921
linuxkit/kernel:6.6.13-dbg-e274bc71d6552570c922d2fca6c6481d1f9f045a,1,0,1,0,0,0,0,120664251,24,sponsored,internet-of-things/operating-systems/security,253528769
linuxserver/radarr:5.7.0-nightly,11,0,4,7,0,0,0,2308857071,1646,sponsored,,85843458
selenium/node-chrome-debug:3.141.59,567,161,378,19,0,2,7,50148895,73,sponsored,,435748644
linuxserver/unifi-controller:version-8.0.24,245,41,130,62,6,6,0,338735956,790,sponsored,,351230607
pihole/pihole:development-v6,18,4,8,1,0,4,1,852422372,2621,sponsored,monitoring-and-observability/networking/security,39374173
linuxserver/lazylibrarian:arm64v8-latest,48,25,19,3,0,1,0,237657888,215,sponsored,content-management-system/integration-and-delivery,136301894
nodered/node-red-docker:slim-v10,257,19,73,97,13,44,11,94166845,363,sponsored,,46281398
linuxserver/code-server:amd64-4.89.1,105,28,16,41,6,13,1,63409434,639,sponsored,languages-and-frameworks/integration-and-delivery/security,186510105
linuxserver/openvpn-as:version-2.9.0-5c5bd120-Ubuntu18,342,97,230,13,0,0,2,56471725,492,sponsored,,105532851
crossplane/crossplane:v1.17.0-rc.0.202.g26107bd6,3,2,1,0,0,0,0,46363672,5,sponsored,api-management/integration-and-delivery/networking,34278208
linuxserver/letsencrypt:version-1.11.0,350,25,114,146,54,9,2,400686080,596,sponsored,,89658909
linuxserver/lazylibrarian:d8b2234c-ls59,49,27,19,3,0,0,0,237657888,215,sponsored,content-management-system/integration-and-delivery,140499641
linuxserver/nginx:arm64v8-1.26.1,15,0,10,4,0,0,1,69942647,216,sponsored,api-management/security/web-servers,53042389
linuxserver/unifi-controller:amd64-8.0.24,245,41,130,62,6,6,0,338735956,790,sponsored,,351230607
redash/redash:10.0.0-beta.b49597,2261,336,1314,446,44,37,84,61364081,252,sponsored,data-science/web-analytics,475429498
fluxcd/helm-operator:1.4.0,415,26,126,138,33,83,9,1024426501,6,sponsored,integration-and-delivery/monitoring-and-observability,77247290
requarks/wiki:2.5.303,158,9,56,27,10,54,2,105395239,336,sponsored,content-management-system/integration-and-delivery/web-servers,138798107
sitespeedio/sitespeed.io:34.1.0,775,165,497,73,7,25,8,47484508,116,sponsored,integration-and-delivery/monitoring-and-observability/web-analytics,1489562655
openpolicyagent/gatekeeper:dev,5,3,2,0,0,0,0,3037069850,3,sponsored,,41718073
linuxserver/bazarr:arm64v8-1.4.3,41,6,16,3,0,16,0,457713170,430,sponsored,languages-and-frameworks/web-servers,137181256
linuxserver/swag:2.11.0,34,7,13,5,0,9,0,86870092,378,sponsored,api-management/security/web-servers,126514422
localstack/localstack:s3-latest,71,42,0,2,1,1,25,240014774,289,sponsored,api-management/databases-and-storage/integration-and-delivery,112167731
jenkins/ssh-agent:latest-jdk21,117,68,6,10,6,0,27,57752344,53,sponsored,integration-and-delivery/security,173944548
nodered/node-red-docker:v10,1963,488,535,418,69,308,145,94166845,363,sponsored,,368370186
linuxserver/sickrage:arm32v7-latest,481,23,198,197,46,15,2,41272524,144,sponsored,,113344197
jupyterhub/k8s-network-tools:3.3.7,7,1,4,0,0,1,1,103106882,2,sponsored,,3877309
joxit/docker-registry-ui:main-debian,110,56,0,1,1,0,52,50643701,140,sponsored,integration-and-delivery/monitoring-and-observability/security,70473755
itzg/minecraft-server:java8-multiarch,317,119,115,8,1,72,2,390428322,1901,sponsored,integration-and-delivery,359866767
istio/sidecar_injector:1.5.10-distroless,146,4,42,77,7,8,8,54932382,2,sponsored,monitoring-and-observability/networking/security,27934805
linuxserver/nzbhydra2:v7.1.0-ls11,39,21,18,0,0,0,0,165170816,104,sponsored,integration-and-delivery/monitoring-and-observability,256695260
linuxserver/openvpn-as:version-2.8.8-cbf850a0-Ubuntu18,859,150,673,36,0,0,0,56471725,492,sponsored,,115258293
paketobuildpacks/run:1.3.176-full-cnb,496,173,305,12,5,1,0,42589227,1,sponsored,languages-and-frameworks/integration-and-delivery/security,268764313
falcosecurity/falco:x86_64-master,886,138,660,51,1,7,29,46824437,16,sponsored,,366898349
selenium/node-firefox:nightly,175,83,85,7,0,0,0,69912463,151,sponsored,integration-and-delivery/operating-systems/web-servers,528293706
linuxserver/jackett:arm64v8-0.22.71,4,0,3,0,0,0,1,1540647127,1137,sponsored,api-management/integration-and-delivery,76688744
selenium/node-chrome-debug:3.141.59-20210913,570,161,381,19,0,2,7,50148895,73,sponsored,,422121202
jupyter/scipy-notebook:x86_64-python-3.11.6,713,169,488,46,3,7,0,90836631,449,sponsored,data-science/machine-learning-and-ai,1316292371
linuxserver/nzbhydra2:7.1.0-dev,39,21,18,0,0,0,0,165170816,104,sponsored,integration-and-delivery/monitoring-and-observability,256695303
selenium/standalone-firefox:126.0-20240522,336,93,229,14,0,0,0,64472765,189,sponsored,languages-and-frameworks/integration-and-delivery,528289087
linuxserver/sickrage:86207e9e-ls9,487,25,203,194,46,9,10,41272524,144,sponsored,,116800147
cloudnativelabs/kube-router:v2.1.2,32,8,11,3,0,3,7,150802753,12,sponsored,networking/security,102676474
tensorflow/tensorflow:nightly-gpu-jupyter,189,85,76,13,0,15,0,77301907,2431,sponsored,,3954890223
linuxserver/jellyfin:10.9.6,44,32,9,2,0,1,0,139774537,700,sponsored,content-management-system/web-servers,305354684
selenium/standalone-chrome-debug:3.141.59-20210913,570,161,381,19,0,2,7,108388061,103,sponsored,,422122050
homeassistant/amd64-hassio-supervisor:2023.06.2,306,27,105,97,13,50,14,46215560,153,sponsored,,116815484
containrrr/watchtower:latest-dev,15,3,5,0,0,1,6,8127329988,1062,sponsored,integration-and-delivery/monitoring-and-observability,10914187
linuxserver/syncthing:version-v1.27.8,1,0,1,0,0,0,0,203395954,556,sponsored,networking/security,22707921
kindest/kindnetd:v20240513-cd2ac642,63,19,14,10,4,0,16,35765593,3,sponsored,integration-and-delivery/networking/security,28191847
thanosio/thanos:main-2024-06-03-167032d,10,3,7,0,0,0,0,70362762,23,sponsored,databases-and-storage/integration-and-delivery/monitoring-and-observability,89973291
linuxserver/duplicati:2.0.9-development,32,19,8,5,0,0,0,176622762,395,sponsored,databases-and-storage/security,137987701
linuxserver/airsonic:version-v10.6.2,751,197,422,72,15,11,34,68744500,109,sponsored,,283562313
curlimages/curl:8.5.0,9,1,6,0,0,1,1,6095705458,176,sponsored,integration-and-delivery/networking/security,494
selenium/standalone-chrome-debug:3,567,161,378,19,0,2,7,108388061,103,sponsored,,435749493
selenium/node-firefox:126.0,336,93,229,14,0,0,0,69912463,151,sponsored,integration-and-delivery/operating-systems/web-servers,528285802
testcontainers/ryuk:sha-4daccc92df0900d7d0b03089d18b2e6f2fdd6bb7,7,1,4,0,0,1,1,274883239,13,sponsored,languages-and-frameworks,123671524
linuxserver/resilio-sync:amd64-2.8.1,23,18,5,0,0,0,0,63785602,229,sponsored,data-science/networking/security,82819359
linuxserver/smokeping:arm64v8-2.8.2,51,5,18,12,0,16,0,84202710,244,sponsored,monitoring-and-observability/networking,121546917
coredns/coredns:1.11.1,38,4,16,8,0,1,9,283244923,152,sponsored,monitoring-and-observability/networking/security,18175567
linuxserver/bazarr:version-v1.4.3,41,6,16,3,0,16,0,457713170,430,sponsored,languages-and-frameworks/web-servers,143723945
tensorflow/serving:2.16.1-gpu,82,44,31,0,0,7,0,76028363,138,sponsored,api-management/integration-and-delivery/machine-learning-and-ai,12589735060
sqlpad/sqlpad:7.4.2,71,33,9,6,1,0,22,104482029,47,sponsored,data-science/databases-and-storage,117752305
kindest/node:v1.27.13,115,49,17,14,1,2,32,94116338,105,sponsored,integration-and-delivery/networking/operating-systems,403964034
tautulli/tautulli:v2.14.1-beta,107,51,7,12,5,1,31,195640892,308,sponsored,monitoring-and-observability/web-analytics,78563105
openpolicyagent/gatekeeper:ead20a7,5,3,2,0,0,0,0,3037069850,3,sponsored,,41718102
pactfoundation/pact-broker:2.118.0-pactbroker2.109.1,29,7,8,1,0,4,9,70220454,18,sponsored,api-management/integration-and-delivery/developer-tools,260488689
linuxserver/airsonic:arm64v8-10.6.2,733,193,422,83,20,12,3,68744500,109,sponsored,,264977587
linuxserver/heimdall:development,17,3,10,1,0,3,0,574910667,1092,sponsored,content-management-system/monitoring-and-observability/security,46265944
istio/mixer:1.7.7,151,6,43,75,9,10,8,278019880,6,sponsored,integration-and-delivery/monitoring-and-observability/security,47967666
linuxserver/muximux:418923c8-ls139,95,6,32,42,15,0,0,104242833,168,sponsored,,23380521
kindest/kindnetd:v20240202-8f1494ea,67,19,17,9,4,0,18,35765593,3,sponsored,integration-and-delivery/networking/security,27752219
fluent/fluent-bit:3.0.5,42,20,0,0,1,0,21,14427050361,108,sponsored,integration-and-delivery/internet-of-things/monitoring-and-observability,325
openpolicyagent/opa:edge,2,0,0,2,0,0,0,579169624,42,sponsored,integration-and-delivery/monitoring-and-observability/security,32512859
linuxserver/grocy:v4.2.0-ls250,37,3,24,4,2,4,0,54696470,150,sponsored,content-management-system,66321262
linuxserver/tvheadend:73a6bd00-ls215,39,4,12,4,2,17,0,82769936,276,sponsored,,283907688
istio/proxy_init:1.3.7-distroless,147,16,4,4,3,102,18,46172594,4,sponsored,monitoring-and-observability/networking/security,21717071
istio/proxy_debug:1.3.6-distroless,1874,465,1200,135,0,74,0,41655013,5,sponsored,integration-and-delivery/monitoring-and-observability/networking,263989589
curlimages/curl:8.7.1,8,1,5,0,0,1,1,6095705458,176,sponsored,integration-and-delivery/networking/security,7741626
linuxserver/openvpn-as:2.9.0-5c5bd120-Ubuntu18-ls122,859,150,673,36,0,0,0,56471725,492,sponsored,,115264030
apache/superset:066f6b1f8a0eeb10160439da29c1853c3dbe1a8b-dockerize,34,3,14,6,3,0,8,504512273,257,sponsored,data-science/security,9839641
linuxserver/rutorrent:amd64-version-v3.10,277,12,100,117,43,4,1,153555666,179,sponsored,,76910433
linuxserver/qbittorrent:4.6.5-r0-ls333,9,2,6,0,0,1,0,305263490,1372,sponsored,networking/security,50391289
selenium/node-chrome:dev,92,50,42,0,0,0,0,249130138,262,sponsored,languages-and-frameworks/integration-and-delivery,508275046
linuxserver/piwigo:arm64v8-14.4.0,80,0,52,22,6,0,0,35901627,219,sponsored,content-management-system/security,119311269
linuxserver/plex:1.40.2,28,18,6,0,0,4,0,857164503,1932,sponsored,content-management-system/networking/security,182059127
selenium/hub:4.21.0-20240522,37,22,15,0,0,0,0,204244449,453,sponsored,integration-and-delivery/monitoring-and-observability/networking,186654869
linuxserver/grocy:amd64-4.2.0,31,3,22,1,1,4,0,54696470,150,sponsored,content-management-system,66321262
fluxcd/flux:1.25.4,312,16,83,122,22,56,13,1862750615,7,sponsored,integration-and-delivery/monitoring-and-observability/security,98027313
linuxserver/code-server:4.89.1-ls214,109,28,20,41,6,13,1,63409434,639,sponsored,languages-and-frameworks/integration-and-delivery/security,186510105
fluxcd/helm-operator:1.4.3,300,18,102,89,16,62,13,1024426501,6,sponsored,integration-and-delivery/monitoring-and-observability,80809093
testcontainers/ryuk:sha-2c469e6792c69398966a96e9bb818436efa15c88-linux,9,3,4,0,0,1,1,274883239,13,sponsored,languages-and-frameworks,6819514
coredns/coredns:1.9.4,69,4,22,29,5,1,8,283244923,152,sponsored,monitoring-and-observability/networking/security,15117049
joxit/docker-registry-ui:master-debian,110,56,0,1,1,0,52,50643701,140,sponsored,integration-and-delivery/monitoring-and-observability/security,70473755
falcosecurity/falco:aarch64-master,886,138,674,55,1,7,11,46824437,16,sponsored,,352420589
containrrr/watchtower:1.7.1,43,3,12,16,5,1,6,8127329988,1062,sponsored,integration-and-delivery/monitoring-and-observability,5633191
linuxserver/duplicati:arm64v8-2.0.9-development,19,10,4,5,0,0,0,176622762,395,sponsored,databases-and-storage/security,130174057
jellyfin/jellyfin:10.9,85,49,3,3,1,1,28,243549427,1189,sponsored,content-management-system/web-servers,394968288
kindest/kindnetd:v20230511-dc714da8,72,19,19,11,4,1,18,35765593,3,sponsored,integration-and-delivery/networking/security,27728033
amir20/dozzle:master,0,0,0,0,0,0,0,187308071,94,sponsored,monitoring-and-observability/security/developer-tools,6098844
vaultwarden/server:testing-alpine,2,0,2,0,0,0,0,147245848,1113,sponsored,security/web-servers,33125967
linuxserver/couchpotato:amd64-version-7260c12f,98,5,34,45,10,4,0,149181576,390,sponsored,,25674490
pactfoundation/pact-broker:2.119.1-pactbroker2.110.0,23,4,7,1,0,3,8,70220454,18,sponsored,api-management/integration-and-delivery/developer-tools,265294128
moby/buildkit:nightly,29,4,17,7,0,0,1,423269407,57,sponsored,,92119445
selenium/node-chrome:125.0-20240522,93,50,43,0,0,0,0,249130138,262,sponsored,languages-and-frameworks/integration-and-delivery,506126316
certbot/certbot:amd64-v2.11.0,20,5,9,2,0,4,0,301204194,618,sponsored,security/web-servers,43019687
linuxserver/wireguard:arm64v8-1.0.20210914-legacy,149,67,57,16,0,2,7,56845753,776,sponsored,internet-of-things/networking/security,242374364
jenkins/jnlp-slave:3046.v38db_38a_b_7a_86-1-jdk11,407,113,64,60,27,91,52,108488003,157,sponsored,,302186849
linuxserver/ombi:arm64v8-4.43.5,23,17,5,0,0,1,0,966346568,460,sponsored,content-management-system/integration-and-delivery/web-servers,142019713
homeassistant/home-assistant:stable,131,12,31,52,8,16,12,673848814,2809,sponsored,integration-and-delivery/internet-of-things/security,504366234
jenkins/jnlp-agent-maven:jdk11,333,104,51,75,35,14,54,119380274,9,sponsored,languages-and-frameworks/integration-and-delivery,286151090
linuxserver/tvheadend:arm64v8-73a6bd00-ls215,39,4,12,4,2,17,0,82769936,276,sponsored,,266196265
linuxserver/nzbget:testing-version-a98e6d1,3,1,1,1,0,0,0,802165822,461,sponsored,,45792437
selenium/hub:nightly,33,22,11,0,0,0,0,204244449,453,sponsored,integration-and-delivery/monitoring-and-observability/networking,186702073
pihole/pihole:2024.05.0,183,113,6,4,4,0,56,852422372,2621,sponsored,monitoring-and-observability/networking/security,113989306
verdaccio/verdaccio:5.31.1,3,0,2,0,0,0,1,209633280,193,sponsored,,57631954
jenkins/jnlp-slave:3046.v38db_38a_b_7a_86-1-alpine,373,44,98,120,32,75,4,108488003,157,sponsored,,128429153
envoyproxy/envoy:tools-dev-139fc0fb504850e6d16d7d5e5838956f76a1b27b,23,18,5,0,0,0,0,5421968091,170,sponsored,,112548605
selenium/node-firefox:dev,181,85,89,7,0,0,0,69912463,151,sponsored,integration-and-delivery/operating-systems/web-servers,545308044
fluxcd/flux:1.25.1,332,18,88,127,27,60,12,1862750615,7,sponsored,integration-and-delivery/monitoring-and-observability/security,96782434
selenium/node-chrome:beta,92,50,42,0,0,0,0,249130138,262,sponsored,languages-and-frameworks/integration-and-delivery,506389724
jenkins/inbound-agent:latest-bookworm-jdk11,117,66,7,10,7,0,27,340147057,132,sponsored,,2409485824
linuxserver/nzbget:arm64v8-testing,3,1,1,1,0,0,0,802165822,461,sponsored,,46496956
istio/operator:1.22.1,38,23,12,1,1,0,1,6071557055,6,sponsored,monitoring-and-observability/networking/security,246
jenkins/jnlp-slave:3046.v38db_38a_b_7a_86-1,432,125,74,62,28,91,52,108488003,157,sponsored,,212087514
linuxserver/smokeping:version-2.8.2-r3,51,5,18,12,0,16,0,84202710,244,sponsored,monitoring-and-observability/networking,120573216
linuxserver/qbittorrent:version-4.6.5-r0,7,1,5,0,0,1,0,305263490,1372,sponsored,networking/security,50391289
linuxserver/rutorrent:arm32v7-version-v3.10,277,12,100,117,43,4,1,153555666,179,sponsored,,70038253
linuxserver/booksonic:1.2.20220211,654,198,397,30,11,7,11,50508797,81,sponsored,,242896349
linuxserver/nextcloud:amd64-29.0.2,133,3,66,34,11,18,1,317959825,734,sponsored,,336592291
linuxserver/emby:4.8.8.0-ls208,25,18,5,2,0,0,0,42985443,200,sponsored,content-management-system/web-servers,327210977
fluxcd/helm-operator:1.4.1,407,27,127,132,27,84,10,1024426501,6,sponsored,integration-and-delivery/monitoring-and-observability,84358927
itzg/minecraft-server:java8-graalvm-ce,527,19,51,66,7,376,8,390428322,1901,sponsored,integration-and-delivery,1400671789
linuxserver/swag:2.11.0-ls304,42,7,17,8,1,9,0,86870092,378,sponsored,api-management/security/web-servers,126514422
itzg/minecraft-server:java17-graalvm,485,6,40,51,6,374,8,390428322,1901,sponsored,integration-and-delivery,1150700032
esphome/esphome:2024.5,136,67,8,6,2,4,49,58171800,148,sponsored,languages-and-frameworks/integration-and-delivery/internet-of-things,160180299
openebs/zfs-driver:policy-ci,98,39,42,8,3,0,6,65502345,3,sponsored,,92634209
openpolicyagent/opa:edge-static,2,0,0,2,0,0,0,579169624,42,sponsored,integration-and-delivery/monitoring-and-observability/security,20762557
linuxserver/medusa:arm64v8-1.0.21,33,4,10,4,0,15,0,73868879,108,sponsored,content-management-system,112020136
jenkins/jnlp-slave:latest-jdk11,407,113,64,60,27,91,52,108488003,157,sponsored,,302186850
linuxserver/nzbget:testing-a98e6d1-ls95,6,1,3,1,0,0,1,802165822,461,sponsored,,45792437
postgis/postgis:15-3.4-alpine,28,0,13,2,0,13,0,189132103,228,sponsored,,158366791
jupyter/tensorflow-notebook:x86_64-python-3.11.6,723,169,496,48,2,8,0,74169327,365,sponsored,data-science/languages-and-frameworks/machine-learning-and-ai,1867308290
photoprism/photoprism:preview-arm64,724,117,516,9,0,82,0,44324507,371,sponsored,content-management-system/machine-learning-and-ai/web-servers,738225325
linuxserver/piwigo:version-14.4.0,80,0,52,22,6,0,0,35901627,219,sponsored,content-management-system/security,119499665
selenium/standalone-chrome:nightly,84,47,37,0,0,0,0,422269184,578,sponsored,integration-and-delivery/monitoring-and-observability,506155503
authelia/authelia:feat-oidc-improvements,8,3,3,0,0,0,2,53194681,181,sponsored,integration-and-delivery/security,20725413
nodered/node-red:latest-16,49,7,20,9,1,12,0,273859560,684,sponsored,api-management/integration-and-delivery/internet-of-things,186057874
linuxserver/ubooquity:amd64-2.1.2,239,9,53,102,32,8,35,134952886,233,sponsored,content-management-system/security/web-servers,96640264
linuxserver/qbittorrent:arm64v8-4.6.5,7,1,5,0,0,1,0,305263490,1372,sponsored,networking/security,53283075
selenium/standalone-firefox:nightly,174,83,84,7,0,0,0,64472765,189,sponsored,languages-and-frameworks/integration-and-delivery,528296993
linuxserver/qbittorrent:4.6.5,7,1,5,0,0,1,0,305263490,1372,sponsored,networking/security,50391289
linuxserver/calibre:7.12.0,215,93,92,10,0,16,4,47854750,303,sponsored,content-management-system/databases-and-storage,1092687095
nodered/node-red:3.1.9-debian,1149,263,713,102,2,15,54,273859560,684,sponsored,api-management/integration-and-delivery/internet-of-things,267492039
postgis/postgis:16-master,287,132,13,34,7,0,101,189132103,228,sponsored,,196848732
esphome/esphome:stable,136,67,8,6,2,4,49,58171800,148,sponsored,languages-and-frameworks/integration-and-delivery/internet-of-things,160180299
linuxserver/tautulli:develop-a3af8ed3-ls360,25,6,10,3,0,5,1,977374373,421,sponsored,monitoring-and-observability/web-analytics,70671075
amir20/dozzle:v7.0.5,0,0,0,0,0,0,0,187308071,94,sponsored,monitoring-and-observability/security/developer-tools,6098855
fluent/fluentd-kubernetes-daemonset:v1.16.5-debian-kafka-arm64-1.0,73,37,15,4,1,2,14,936815520,66,sponsored,,152981466
jupyterhub/configurable-http-proxy:test-creds,37,4,17,6,0,7,3,47663828,7,sponsored,data-science/integration-and-delivery/networking,57502569
istio/proxyv2:1.22.1-distroless,15,12,0,1,0,0,2,11392921893,16,sponsored,monitoring-and-observability/networking/security,56599918
linuxserver/muximux:arm64v8-version-418923c8,95,6,32,42,15,0,0,104242833,168,sponsored,,25458746
linuxserver/transmission:4.0.5-r2-ls238,9,2,6,0,0,1,0,522152128,1326,sponsored,integration-and-delivery/networking/security,30694083
vaultwarden/server:1.30.5-alpine,15,4,6,0,0,3,2,147245848,1113,sponsored,security/web-servers,31945148
